No.,Vulnerability Title,Stage,Reason,Vulnerability ID,Severity,Affected Versions,CVE,CWE,Vulnerability Link,Vulnerability Link（超链接）
230,Harden cron webhook delivery against SSRF,Resource Access Stage,该漏洞涉及cron webhook在处理外部请求时可能被利用进行SSRF攻击，核心问题在于系统访问了由外部输入控制的内部资源。,GHSA-W45G-5746-X9FP,Moderate,<= 2026.2.17,CVE-2026-27488,,https://github.com/openclaw/openclaw/security/advisories/GHSA-w45g-5746-x9fp,Vulnerability Link
231,Inter-session prompts could be treated as direct user instructions,Authentication & Authorization Decision Stage,漏洞涉及系统错误地将跨会话的提示视为当前用户的直接指令，导致权限边界失效，属于授权判断错误。,GHSA-W5C7-9QQW-6645,Moderate,<2026.2.13,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-w5c7-9qqw-6645,Vulnerability Link
232,MSTeams attachment redirect handling could bypass configured media host allowlists,Input Ingress Stage,漏洞涉及外部输入（重定向URL）在进入系统时未被正确校验，导致绕过媒体主机白名单，属于输入解析与校验缺失问题。,GHSA-W76H-8M22-HPGH,Moderate,<=2026.2.21-2,,CWE-918,https://github.com/openclaw/openclaw/security/advisories/GHSA-w76h-8m22-hpgh,Vulnerability Link
233,Multiple E2E/test Dockerfiles run all processes as root,Execution Stage,漏洞涉及以 root 权限执行所有进程，属于执行阶段的权限过高问题。,GHSA-W7J5-J98M-W679,High,<= 2026.2.19-2,,CWE-250,https://github.com/openclaw/openclaw/security/advisories/GHSA-w7j5-j98m-w679,Vulnerability Link
234,BASH_ENV / ENV startup-file injection into spawned shell commands,Execution Stage,漏洞通过注入环境变量影响shell命令执行，直接导致任意代码执行。,GHSA-W9CG-V44M-4QV8,Moderate,<= 2026.2.19-2,,CWE-15; CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-w9cg-v44m-4qv8,Vulnerability Link
235,SSRF via attachment/media URL hydration,Resource Access Stage,该漏洞涉及服务器端请求伪造（SSRF），即系统在访问外部资源（如通过URL获取附件或媒体）时未正确限制目标地址，导致可访问任意内部或外部资源。,GHSA-WFP2-V9C7-FH79,Moderate,< 2026.2.2,,CWE-918,https://github.com/openclaw/openclaw/security/advisories/GHSA-wfp2-v9c7-fh79,Vulnerability Link
236,Discord moderation authorization used untrusted sender identity in tool-driven flows,Authentication & Authorization Decision Stage,漏洞涉及在授权决策中使用了不可信的发送者身份，属于权限判断错误。,GHSA-WH94-P5M6-MR7J,Moderate,<=2026.2.17,CVE-2026-27484,CWE-862,https://github.com/openclaw/openclaw/security/advisories/GHSA-wh94-p5m6-mr7j,Vulnerability Link
237,Signal group allowlist authorization bypass via DM pairing-store leakage,Authentication & Authorization Decision Stage,漏洞涉及授权绕过，核心问题在于系统未能正确验证用户对 Signal 群组的访问权限。,GHSA-WM8R-W8PF-2V6W,Low,2026.2.25,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-wm8r-w8pf-2v6w,Vulnerability Link
238,Discord voice transcript owner-flag omission could expose owner-only tools in mixed-trust channels,Authentication & Authorization Decision Stage,漏洞源于未正确设置所有者标志，导致在混合信任频道中非所有者可访问所有者专属工具，属于权限判断错误。,GHSA-WPG9-4G4V-F9RC,Moderate,<= 2026.3.1,,CWE-269; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-wpg9-4g4v-f9rc,Vulnerability Link
239,Typed sender-key matching for toolsBySender prevents identity-collision policy bypass,Authentication & Authorization Decision Stage,漏洞涉及身份识别与策略匹配，防止因身份混淆导致的权限绕过。,GHSA-WPPH-CJGR-7C39,Moderate,<= 2026.2.21-2,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-wpph-cjgr-7c39,Vulnerability Link
240,Unbounded memory growth in Zalo webhook via query-string key churn (unauthenticated DoS),Input Ingress Stage,漏洞由未认证的外部输入（query-string key churn）导致内存无限制增长，属于输入解析阶段的资源耗尽问题。,GHSA-WR6M-JG37-68XH,Moderate,<= 2026.2.26,,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-wr6m-jg37-68xh,Vulnerability Link
241,sandbox network isolation bypass via docker.network=container:<id>,Resource Access Stage,漏洞通过绕过网络隔离直接访问其他容器资源，属于资源访问控制失效。,GHSA-WW6V-V748-X7G9,Low,<= 2026.2.23,,CWE-284; CWE-693,https://github.com/openclaw/openclaw/security/advisories/GHSA-ww6v-v748-x7g9,Vulnerability Link
242,Two SSRF via sendMediaFeishu and markdown image fetching in Feishu extension,Resource Access Stage,漏洞涉及通过飞书扩展中的媒体发送和Markdown图片加载功能发起SSRF攻击，属于系统在访问外部网络资源时未正确校验目标地址，导致可访问内部或受限资源。,GHSA-X22M-J5QQ-J49M,High,< 2026.2.14,,CWE-918,https://github.com/openclaw/openclaw/security/advisories/GHSA-x22m-j5qq-j49m,Vulnerability Link
243,Slack interactive callbacks could skip configured sender checks in some shared-workspace flows,Authentication & Authorization Decision Stage,漏洞涉及绕过配置的发送者检查，属于权限判断错误,GHSA-X2FF-J5C2-GGPR,High,<= 2026.2.24,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-x2ff-j5c2-ggpr,Vulnerability Link
244,OC-65: overflow compaction retry counter reset after truncation amplifies bounded retry/cost cycles,Execution Stage,漏洞涉及重试计数器重置导致的资源耗尽，属于执行阶段的逻辑控制失效,GHSA-X2G4-7MJ7-2HHJ,Low,>=2026.2.9 <=2026.2.19-2,CVE-2026-27164,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-x2g4-7mj7-2hhj,Vulnerability Link
245,Pre-auth webhook body parsing can enable unauthenticated slow-request DoS,Input Ingress Stage,漏洞发生在外部输入（webhook body）被解析阶段，导致未经认证的慢速请求DoS,GHSA-X4VP-4235-65HG,Moderate,<=2026.3.1,,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-x4vp-4235-65hg,Vulnerability Link
246,TOCTOU symlink race in writeFileWithinRoot could create or truncate files outside root boundaries,Resource Access Stage,漏洞涉及在文件系统中访问或操作资源时因TOCTOU竞争条件导致越界文件创建或截断,GHSA-X82F-27X3-Q89C,Moderate,<= 2026.2.26,,CWE-59; CWE-367,https://github.com/openclaw/openclaw/security/advisories/GHSA-x82f-27x3-q89c,Vulnerability Link
247,Sensitive file disclosure via stageSandboxMedia,Resource Access Stage,漏洞涉及通过路径遍历（CWE-22）读取敏感文件，属于对文件资源的越权访问。,GHSA-X9CF-3W63-RPQ9,Moderate,<= 2026.2.17,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-x9cf-3w63-rpq9,Vulnerability Link
248,Webhook auth bypass when gateway is behind a reverse proxy (loopback remoteAddress trust),Authentication & Authorization Decision Stage,漏洞涉及在反向代理后错误地信任回环地址，导致认证绕过，属于身份验证和授权决策阶段的问题。,GHSA-XC7W-V5X6-CC87,Moderate,< 2026.2.12,,CWE-306,https://github.com/openclaw/openclaw/security/advisories/GHSA-xc7w-v5x6-cc87,Vulnerability Link
249,Shell startup env injection bypasses system.run allowlist intent (RCE class),Execution Stage,漏洞通过环境变量注入绕过allowlist限制，最终导致任意命令执行（RCE），属于命令执行阶段。,GHSA-XGF2-VXV2-RRMG,Moderate,<= 2026.2.21-2,,CWE-15; CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-xgf2-vxv2-rrmg,Vulnerability Link
250,Sandbox media fallback tmp symlink alias bypass allows host file reads outside sandboxRoot,Resource Access Stage,漏洞通过符号链接绕过沙箱限制，直接导致对宿主机文件的非授权访问，属于资源访问阶段的路径穿越问题。,GHSA-XMV6-R34M-62P4,Moderate,<= 2026.2.24,,CWE-22; CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-xmv6-r34m-62p4,Vulnerability Link
251,Exec approvals: safeBins could bypass stdin-only constraints via shell expansion,Execution Stage,漏洞涉及通过 shell expansion 绕过限制执行命令，属于命令执行阶段,GHSA-XVHF-X56F-2HPP,Moderate,<= 2026.2.13,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-xvhf-x56f-2hpp,Vulnerability Link
252,Sandbox skill mirroring path traversal could write outside the sandbox workspace,Resource Access Stage,漏洞允许通过路径遍历写入沙箱外的文件，属于对文件资源的越界访问。,GHSA-XW4P-PW82-HQR7,High,< 2026.2.14,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-xw4p-pw82-hqr7,Vulnerability Link
253,TTS model directives allowed provider switching by default,Authentication & Authorization Decision Stage,漏洞允许通过TTS模型指令默认切换提供者，涉及权限控制缺失或授权决策不当。,GHSA-XWCR-V472-8HHR,Moderate,<=2026.2.19-2,CVE-2026-27159,CWE-20; CWE-94,https://github.com/openclaw/openclaw/security/advisories/GHSA-xwcr-v472-8hhr,Vulnerability Link
254,Path Traversal in Browser Download Functionality,Resource Access Stage,路径遍历漏洞直接导致系统访问了非授权的文件资源,GHSA-XWJM-J929-XQ7C,Moderate,">=2026.1.12, <=2026.2.12",CVE-2026-26972,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-xwjm-j929-xq7c,Vulnerability Link
255,Sandbox config hash sorted primitive arrays and suppressed needed container recreation,Persistence & Output Presentation Stage,漏洞涉及沙箱配置哈希处理不当，导致容器未正确重建，属于配置持久化和状态管理问题。,GHSA-XXVH-5HWJ-42PP,Moderate,<=2026.2.14,CVE-2026-27007,,https://github.com/openclaw/openclaw/security/advisories/GHSA-xxvh-5hwj-42pp,Vulnerability Link
